Kovács Barna,1651
Cîrlan Dragoș,1638
Szőcs Hunor,1638
Mitra Tamás,1628
Tóbiás András,1628
Grunzó Tímea,1608
Veres Alpár,1559
Joó Attila,1507
Borsi Patrick,1500
Kassay László,1500
Kerekes Szabolcs,1464
Kereki Dávid,1464
Ordean Iulia,1464
Istvándi Hunor,1451
Vezsenyi Ákos,1451
Bara Tamás,1430
Mihály László,1430
Deményi Róbert,1415
Miklós Hunor,1415
Nagy Mátyás,1415
Felházi Lóránd,1392
Katona Dávid,1392
Szegedi Francesca,1392
Kiss Borbála,1356
Makkai József,1320
